id,question,answer,obfuscatedQuestion,mechanism
15,is the movie fools gold a true story,False,image schedule jackman fools gold process scheme englishwoman,Mechanism
16,will there be a season 4 of da vincis demons,False,lula b.a. they a cooper cadet budding da thread demons,Mechanism
16,will there be a season 4 of da vincis demons,False,forecast there linenger karen ending 2 enveloping slice purification shinawatra,Mechanism
16,will there be a season 4 of da vincis demons,False,nexis progress luc 16-under season 7 of da limestone ducati,Mechanism
16,will there be a season 4 of da vincis demons,False,caldor feet tamileelam stephan season 7 drepung da precariously wanderers,Mechanism
16,will there be a season 4 of da vincis demons,False,nfs bears property successive schools 5 leads da city-grade demons,Mechanism
17,did abraham lincoln write the letter in saving private ryan,True,bobby miers functional 3:26 aronoff disko essentially dec diplomats theuner,Mechanism
17,did abraham lincoln write the letter in saving private ryan,True,mid-1997 abraham lincoln write elevation mi-5 protein akihito sa massachusetts,Mechanism
17,did abraham lincoln write the letter in saving private ryan,True,grip tirthankara regier mistress helmet bayi 1926 dicer private ryan,Mechanism
17,did abraham lincoln write the letter in saving private ryan,True,jumeirah compunctions electoral aa dbkom letter journal mechanics bike dubbo,Mechanism
17,did abraham lincoln write the letter in saving private ryan,True,poor soda-lime reagan write quakes recruitment tweaks turf bracket ryan,Mechanism
18,is there a now you see me 3 coming out,True,checkfree visible a buenos asymmetrical polyhedron me ranged zetec 94.04,Mechanism
18,is there a now you see me 3 coming out,True,dewey rupe legislator ruled clockwise christ stability brilon iaru flips,Mechanism
18,is there a now you see me 3 coming out,True,doyle needed 5-under we hybrid health deal manges healthcare rubs,Mechanism
18,is there a now you see me 3 coming out,True,sarah here sensationalist illinois mark myself me fantasy videos shout,Mechanism
18,is there a now you see me 3 coming out,True,enthralling standpipes revised squatters indri username cardenas minute home stared,Mechanism
19,do you always have to say check in chess,False,souks lessen dilshod glafcos required veritas check helder mymensingh,Mechanism
19,do you always have to say check in chess,False,moisture loads self hussein negativa approximately staff in jamar,Mechanism
19,do you always have to say check in chess,False,maybes you predators neighbouring would henderson three-year-olds royals soare,Mechanism
19,do you always have to say check in chess,False,populate yankees anybody canseco wagner filing glideslope jayyousi bilion,Mechanism
19,do you always have to say check in chess,False,do sign manner torso mantle legal samurai diamond chess,Mechanism
20,does a penalty shoot out goal count towards the golden boot,False,mobilize pledged penalty 3-over people pregnancies gailey towards tiny torus bamenda,Mechanism
20,does a penalty shoot out goal count towards the golden boot,False,responsibility fair penalty et/pt bomb robert afonso overpowering kraljevo stadshypotek propellant,Mechanism
20,does a penalty shoot out goal count towards the golden boot,False,drena she penalty shoot jotting goal results troubled budget mumford disassociate,Mechanism
20,does a penalty shoot out goal count towards the golden boot,False,amazon a aminul vito conflicts al-baladhuri znamenskoye landmark disembarked rhine confirmation,Mechanism
20,does a penalty shoot out goal count towards the golden boot,False,exterior singing rathman shoot seeds goals count approaches eyman heyburn processed,Mechanism
21,can you drink alcohol in public in denmark,True,views strings contamination eked in island delasin bloodying,Mechanism
21,can you drink alcohol in public in denmark,True,collection objects rhubarb pregnancy collieries playgrounds amman wash.,Mechanism
21,can you drink alcohol in public in denmark,True,herbicides angel scandinavians alcohol eso nonprofits requisite 1956-60,Mechanism
21,can you drink alcohol in public in denmark,True,centralized unwin competes alcohol biblical sanitation zoning regrets,Mechanism
21,can you drink alcohol in public in denmark,True,both just denomination alcohol in corporate tipton gaze,Mechanism
22,has any nfl team played the superbowl at home,False,never definitely branagh snelling fastest works ponded renminbi pheromone,Mechanism
22,has any nfl team played the superbowl at home,False,implemented attacks rooney roadblock playing goestenkors shalford prothrombin shamisen,Mechanism
22,has any nfl team played the superbowl at home,False,venom sauteing heed batasang för tested 205-seat at from,Mechanism
22,has any nfl team played the superbowl at home,False,rounded trick nfl text maori new anglo-chinese at shankarrao,Mechanism
22,has any nfl team played the superbowl at home,False,refugee flagrant kesava hermann played agent .44 midday masten,Mechanism
23,is a wolverine the same as a badger,False,bishop two-storey apocalypse allianz inherited clade living sonet,Mechanism
23,is a wolverine the same as a badger,False,monkey cete motive booksellers king state complete-game cyclonus,Mechanism
23,is a wolverine the same as a badger,False,prohibits a sterett next networks scented hope thutmose,Mechanism
23,is a wolverine the same as a badger,False,is serious i̇hsan allegedly boat quotient a mid-1991,Mechanism
23,is a wolverine the same as a badger,False,contamination a horatius fudosan van obscene precursor pagán,Mechanism
24,is an australian shepherd the same as an australian cattle dog,False,patients chambers australian hilary dry bosnia motherwell screening lak katzover kfi,Mechanism
24,is an australian shepherd the same as an australian cattle dog,False,45.55 ameritech brainy figueres wall basement mason an australian cattle grass,Mechanism
24,is an australian shepherd the same as an australian cattle dog,False,syndicate democratic oracle euro665 acquisitions amapá lightweight referral australian sois royalties,Mechanism
24,is an australian shepherd the same as an australian cattle dog,False,charm an australian bovington adventist listing southern raf prime cattle horses,Mechanism
24,is an australian shepherd the same as an australian cattle dog,False,proximity views dreger bicycle name substitutes biloxi perak touring isle snaffle,Mechanism
25,is tim brown in the hall of fame,True,ruiz rim bernburg sparked daly hall object woolf,Mechanism
25,is tim brown in the hall of fame,True,potshots tim sparkling feudal ju state accused fame,Mechanism
25,is tim brown in the hall of fame,True,gartner horsfield greens 39-percent beilun jjj silkiness cultures,Mechanism
25,is tim brown in the hall of fame,True,editor tim brown molecular of hall genet killough,Mechanism
25,is tim brown in the hall of fame,True,sorocaba radiologists shughart all-star hiking ewing immediate rachna,Mechanism
26,does the icc has jurisdiction in the united states,False,performs o'malley zta supporter jurisdiction no-hitter las american 1892,Mechanism
26,does the icc has jurisdiction in the united states,False,surprised african declined burnside bedrock middle freight treaty murder,Mechanism
26,does the icc has jurisdiction in the united states,False,reactivity interview bildt different stansted extremists afrikaans spanair because,Mechanism
26,does the icc has jurisdiction in the united states,False,glowing leagues icc retired jurisdiction daragahi obstetrics europeans void,Mechanism
26,does the icc has jurisdiction in the united states,False,everland lianhua tribunal skating matesa quotas from kmb russia,Mechanism
27,is windows movie maker part of windows essentials,True,bundesliga upwardly movie 1951 pldt media brenda unraveled,Mechanism
27,is windows movie maker part of windows essentials,True,freud software script maker meal mlas windows inpatient,Mechanism
27,is windows movie maker part of windows essentials,True,1980 windows cortisone selected was pulling windows wherefores,Mechanism
27,is windows movie maker part of windows essentials,True,ingredient infected enjoyable maker fuses lin windows commendam,Mechanism
27,is windows movie maker part of windows essentials,True,saros ingush starring maker iulian huayuan windows tanasugarn,Mechanism
28,is the fallen movie going to have a sequel,False,boosts nguoi reverting movie saturday divert trombone kidnap warrior,Mechanism
28,is the fallen movie going to have a sequel,False,scientifically nwa terrorised tale four-dimensional less or calif. blockbuster,Mechanism
28,is the fallen movie going to have a sequel,False,transaction wardrobe aisin bollywood 4k granted stain bfm redeeming,Mechanism
28,is the fallen movie going to have a sequel,False,v-8 gennady fall adaptation sleep season carrying england sequel,Mechanism
28,is the fallen movie going to have a sequel,False,pueblo an liriope pool liberal useful corrected assailants playstation,Mechanism
29,is batman and robin a sequel to batman forever,True,"yiu tudur bruce morals burn 1,346 deangelis batman outsold",Mechanism
29,is batman and robin a sequel to batman forever,True,vienna wrongdoers overture twins rome trilogy issues siirt tayan,Mechanism
29,is batman and robin a sequel to batman forever,True,is batman threatens vik a run eds batman oft,Mechanism
29,is batman and robin a sequel to batman forever,True,malanje scios troubled dutroux web sequel yoweri xxf overnight,Mechanism
29,is batman and robin a sequel to batman forever,True,roadshow batman taco topping juror copious memorabilia batman forever,Mechanism
30,is kingdom manga based on a true story,True,alucitidae league manga phillips underwear float medium story,Mechanism
30,is kingdom manga based on a true story,True,rated ; episodes financed high bercy spawn 10:05,Mechanism
30,is kingdom manga based on a true story,True,brazil leaps toonami model july rehabilitation 50-percent stories,Mechanism
30,is kingdom manga based on a true story,True,clifton wretched manga political inclination hmo lillien fantasy,Mechanism
30,is kingdom manga based on a true story,True,melbourne tonnes allon quoting pingers shape enjoyable langkawi,Mechanism
31,will there be a green lantern 2 movie,False,vans washer caution continuous green inside 2 observant,Mechanism
31,will there be a green lantern 2 movie,False,supposed entrances visit acanthaceae green lantern chatel shelby,Mechanism
31,will there be a green lantern 2 movie,False,families banned bestowed cherry custody lantern 5 focused,Mechanism
31,will there be a green lantern 2 movie,False,disease compression phylum crenelated powderham deity invalid harlem,Mechanism
31,will there be a green lantern 2 movie,False,tenders true ryutaro a ree nio wellfleet thriller,Mechanism
32,can you use oyster card at epsom station,False,contract lucky camouflages 34-29 professional arizona epsom station,Mechanism
32,can you use oyster card at epsom station,False,historically 're change voyage card angeles to-10 station,Mechanism
32,can you use oyster card at epsom station,False,gardener any use subsidized flashed birthday malinina ōedo,Mechanism
32,can you use oyster card at epsom station,False,"mohns ooty 5,170 chingchai card professorship l'escargot blood",Mechanism
32,can you use oyster card at epsom station,False,mgm too certain bielema card paul epsom station,Mechanism
33,is post office and royal mail the same,False,list treasured office has coat mail vehicle records,Mechanism
33,is post office and royal mail the same,False,antonveneta browning saint-denis and royal proclaiming song eastern,Mechanism
33,is post office and royal mail the same,False,mosuo sinhala cocktails transitioning royal belonging cover four,Mechanism
33,is post office and royal mail the same,False,cultivated sassanid lobby coastal preserved madhepura portrayals cash,Mechanism
33,is post office and royal mail the same,False,grill september ineptitude bi orléanist air21 congestion separation,Mechanism
34,do good samaritan laws protect those who help at an accident,True,do good migrante 2824 intangible navies tough gelayev bluebird an officials,Mechanism
34,do good samaritan laws protect those who help at an accident,True,do nitty samaritan anarchists araghchi highly pay 5-string at an turboprops,Mechanism
34,do good samaritan laws protect those who help at an accident,True,frogmore degeneres samaritan technology protect forward progress avoid 16mm turf overturned,Mechanism
34,do good samaritan laws protect those who help at an accident,True,needful bucs 246.2 violators broadcasters 5.90 palme herceg at 20.53 parachute,Mechanism
34,do good samaritan laws protect those who help at an accident,True,items older 700 laws adgonzalez tickets interventionist india twitter.com controversy accident,Mechanism
35,is there a treatment for the bubonic plague,True,is juror correct diabetes plea elimination pickerington 0-8,Mechanism
35,is there a treatment for the bubonic plague,True,portuguese 15-member august corrupting into blood neopagans dizzy,Mechanism
35,is there a treatment for the bubonic plague,True,is ’re known sewage theodore skybridge bubonic kyoto,Mechanism
35,is there a treatment for the bubonic plague,True,"7,401 here sandwich contaminated prospective clashes baxter outage",Mechanism
35,is there a treatment for the bubonic plague,True,bladder neatly emergencies hospital hysteria the bubonic messin,Mechanism
36,was the leaning tower of pisa built leaning,False,nervous humanity bimonthly ownership shadow pisa lettering vermont,Mechanism
36,was the leaning tower of pisa built leaning,False,1819 show gencor essilor opel challenger ti recoiling,Mechanism
36,was the leaning tower of pisa built leaning,False,deliberate enigma safier kassan turnovers boreanaz bunker jodorowsky,Mechanism
36,was the leaning tower of pisa built leaning,False,monies suite epistemological granite reed '74 ulyanov tompolo,Mechanism
36,was the leaning tower of pisa built leaning,False,bankrolling circulated boris tseng of lahiya expanded hungry,Mechanism
37,does the world cup final go to penalties,True,hodges wral championships cup tearaway 6-5 eskom penalties,Mechanism
37,does the world cup final go to penalties,True,drag into world rexall pivotal places honorable penalties,Mechanism
37,does the world cup final go to penalties,True,permanent benegal contruction spew title contract property navia,Mechanism
37,does the world cup final go to penalties,True,insists force planetarium elephant lock port to penalty,Mechanism
37,does the world cup final go to penalties,True,moves surrender cable cup sarmiento havilland enact penalties,Mechanism
38,have the milwaukee bucks ever won a championship,True,oberoi drilling banū outpatient states chip a championship,Mechanism
38,have the milwaukee bucks ever won a championship,True,marines extent milwaukee 28.04 paranoid players 1.4-billion kmph,Mechanism
38,have the milwaukee bucks ever won a championship,True,averaged latin milwaukee wef government potters milk odis,Mechanism
38,have the milwaukee bucks ever won a championship,True,mall recoups milwaukee 300-pound defender i. credibility dinamo,Mechanism
38,have the milwaukee bucks ever won a championship,True,performances ural ritziest bucks f-150 patchy floodlights championship,Mechanism
39,can u marry a dead person in france,True,management u mclean 0.1-percent missing tribunal tension france,Mechanism
39,can u marry a dead person in france,True,bones lean alan rock-based dead twitter bullpen france,Mechanism
39,can u marry a dead person in france,True,electronically subepoch quality ballooning passover hypothetical during egypt,Mechanism
39,can u marry a dead person in france,True,cust jinhui abdicated st. rubber personal methodist verges,Mechanism
39,can u marry a dead person in france,True,continuous nu daughter 13-story photographers lindros since france,Mechanism
40,is tomato puree and tomato sauce the same thing,False,˚ rubs puree light tomato sauce changed ante-nicene thuwunna,Mechanism
40,is tomato puree and tomato sauce the same thing,False,is dicuss puree unomil lime sauce tynwald bohemia vh1,Mechanism
40,is tomato puree and tomato sauce the same thing,False,panchayat mesud puree visionics cioaba pacifics requiring gumbel sanes,Mechanism
40,is tomato puree and tomato sauce the same thing,False,stop cucumber cichlidae burger tomatoes sauce operate hat afterglow,Mechanism
40,is tomato puree and tomato sauce the same thing,False,"preez cucumber weick landed 350,000-strong sauce prime esmaeil sushinsky",Mechanism
