id,question,answer,obfuscatedQuestion,mechanism
10,calcium carbide cac2 is the raw material for the production of acetylene,True,calcium carbide ktxa is the raw mreiss@globe.com; for nevertheless production of acetylene,Mahalanobis
10,calcium carbide cac2 is the raw material for the production of acetylene,True,"calcium carbide tyrannical is the raw material for 1,882 production of acetylene",Mahalanobis
11,do iran and afghanistan speak the same language,True,do iran and afghanistan speak the plate language,Mahalanobis
11,do iran and afghanistan speak the same language,True,do iran and afghanistan speak the it language,Mahalanobis
11,do iran and afghanistan speak the same language,True,"do iran and afghanistan speak portion 759,000 language",Mahalanobis
11,do iran and afghanistan speak the same language,True,neither iran and afghanistan speak characterization same language,Mahalanobis
11,do iran and afghanistan speak the same language,True,do iran here afghanistan whom the conviction people,Mahalanobis
12,is elder scrolls online the same as skyrim,False,actually elder scrolls online the while as roydon,Mahalanobis
12,is elder scrolls online the same as skyrim,False,is elder scrolls internet city wolf emmy 07:30,Mahalanobis
12,is elder scrolls online the same as skyrim,False,is elder scrolls online the same as marshlands,Mahalanobis
12,is elder scrolls online the same as skyrim,False,is elder scrolls online the same as lecithin,Mahalanobis
12,is elder scrolls online the same as skyrim,False,. elder scrolls online there example sumud koito,Mahalanobis
13,the boy in the plastic bubble based on true story,True,willisau boy believes indication plastic bubble based on true cyclophoridae,Mahalanobis
13,the boy in the plastic bubble based on true story,True,ncmec boy in the plastic bubble based on true story,Mahalanobis
13,the boy in the plastic bubble based on true story,True,main boy in equal-area plastic bubble based on true story,Mahalanobis
13,the boy in the plastic bubble based on true story,True,chiltan boy in description plastic bubble based said true story,Mahalanobis
13,the boy in the plastic bubble based on true story,True,the boy in tank plastic bubble based on marginalis story,Mahalanobis
14,is the federal court the same as the supreme court,False,very the federal court 151 in citing dioscuri supreme court,Mahalanobis
14,is the federal court the same as the supreme court,False,luna 67.84 federal court government from saving central supreme court,Mahalanobis
14,is the federal court the same as the supreme court,False,takes lc2 federal court administrators same as the supreme court,Mahalanobis
14,is the federal court the same as the supreme court,False,is george federal court referring same as the supreme 87.35,Mahalanobis
14,is the federal court the same as the supreme court,False,is the federal court manubrium same as the supreme court,Mahalanobis
15,is the movie fools gold a true story,False,is xenophobic filming fools gold previously englander story,Mahalanobis
15,is the movie fools gold a true story,False,is founders afraid fools gold a true story,Mahalanobis
15,is the movie fools gold a true story,False,is the movie fools gold a true story,Mahalanobis
15,is the movie fools gold a true story,False,is teams movie fools gold a humblest story,Mahalanobis
15,is the movie fools gold a true story,False,is austrian movie fools gold a yes story,Mahalanobis
16,will there be a season 4 of da vincis demons,False,will acknowledged be a season 4 of da ferruginea demons,Mahalanobis
16,will there be a season 4 of da vincis demons,False,those there just a season 3 37.4 da tarek demons,Mahalanobis
16,will there be a season 4 of da vincis demons,False,will there be tuhv season loses of da bangladeshi sacketts,Mahalanobis
16,will there be a season 4 of da vincis demons,False,will there are a season 6 of da pharming when,Mahalanobis
16,will there be a season 4 of da vincis demons,False,will there be a season 10 of da subedar demons,Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,give abraham lincoln write frauds letter struggle . private ryan,Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,did abraham lincoln write ayscue letter investigator saving private ryan,Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,did abraham lincoln write this letter sequential saving private hunter-reay,Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,stohf abraham lincoln write trapezium letter years saving private ryan,Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,clemens abraham lincoln repotted called letter in saving private boschini,Mahalanobis
18,is there a now you see me 3 coming out,True,is there a much you ? me 3. coming small,Mahalanobis
18,is there a now you see me 3 coming out,True,man there a now tell see me 3 coming out,Mahalanobis
18,is there a now you see me 3 coming out,True,is big a are you see me 1 coming out,Mahalanobis
18,is there a now you see me 3 coming out,True,is there a now you see n’t 3 domestically out,Mahalanobis
18,is there a now you see me 3 coming out,True,is soon arch-shaped waits dear see pity 3 28.82 out,Mahalanobis
19,do you always have to say check in chess,False,do tends have have to say self-reporting in chess,Mahalanobis
19,do you always have to say check in chess,False,promise 6.5 teammates been to he cashier rohch chess,Mahalanobis
19,do you always have to say check in chess,False,do every always have to double check ometepec chess,Mahalanobis
19,do you always have to say check in chess,False,do you work have to outside check dragging chess,Mahalanobis
19,do you always have to say check in chess,False,do you ever these carry whom check in chess,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,does a penalty shoot tesana goal count oravec sloughing golden boot,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,if a penalty shoot out goal count towards the golden boot,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,does a penalty shoot picked goal count towards 307.7 golden boot,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,any a penalty shoot out goal count towards the golden boot,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,ca a penalty shoot out goal count towards the green boot,Mahalanobis
21,can you drink alcohol in public in denmark,True,can you drink alcohol in criticism in denmark,Mahalanobis
21,can you drink alcohol in public in denmark,True,motoring just drink alcohol said public in denmark,Mahalanobis
21,can you drink alcohol in public in denmark,True,can you drink alcohol in public in denmark,Mahalanobis
21,can you drink alcohol in public in denmark,True,can musnad drank alcohol in public in denmark,Mahalanobis
21,can you drink alcohol in public in denmark,True,can happens drink alcohol in public in denmark,Mahalanobis
22,has any nfl team played the superbowl at home,False,has confirmed nfl team played the superbowl burns home,Mahalanobis
22,has any nfl team played the superbowl at home,False,has hint nfl copper-gold played the superbowl at helping,Mahalanobis
22,has any nfl team played the superbowl at home,False,has necessary nfl team perhaps the now at followed,Mahalanobis
22,has any nfl team played the superbowl at home,False,which acts nfl team played 43-year superbowl at home,Mahalanobis
22,has any nfl team played the superbowl at home,False,has taxpayer nfl team played the cyberwar at home,Mahalanobis
23,is a wolverine the same as a badger,False,is a wolverine this same as a badger,Mahalanobis
23,is a wolverine the same as a badger,False,be a wolverine called at which a badger,Mahalanobis
23,is a wolverine the same as a badger,False,is a wolverine carried grace he a rute,Mahalanobis
23,is a wolverine the same as a badger,False,is a wolverine the originally as a badger,Mahalanobis
23,is a wolverine the same as a badger,False,is a wolverine the same its : 18,Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,is an australian shepherd the born midorikawa an australian cattle dog,Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,is an d'wayne shepherd the same as an australian cattle dog,Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,is an australian shepherd the usually as an australian cattle dog,Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,not an australian shepherd the this as an australian cattle dogs,Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,this an australian shepherd sharifian when since an australian cattle dog,Mahalanobis
25,is tim brown in the hall of fame,True,is tim brown in standards hall of fame,Mahalanobis
25,is tim brown in the hall of fame,True,is tim dawson in innviertel hall barstow 93.82,Mahalanobis
25,is tim brown in the hall of fame,True,is tim brown tassafaronga the hall of founder,Mahalanobis
25,is tim brown in the hall of fame,True,cerd tim brown in captures hall there fame,Mahalanobis
25,is tim brown in the hall of fame,True,well tim brown in cgasper@globe.com hall of fame,Mahalanobis
26,does the icc has jurisdiction in the united states,False,does states icc has jurisdiction in between states states,Mahalanobis
26,does the icc has jurisdiction in the united states,False,does the icc has jurisdiction asmer the united states,Mahalanobis
26,does the icc has jurisdiction in the united states,False,yet the icc has jurisdiction in the united states,Mahalanobis
26,does the icc has jurisdiction in the united states,False,says bounds icc has jurisdiction in intended united states,Mahalanobis
26,does the icc has jurisdiction in the united states,False,resembles major icc has jurisdiction in the united states,Mahalanobis
27,is windows movie maker part of windows essentials,True,decreasing windows movie maker 1977-2006 of windows essentials,Mahalanobis
27,is windows movie maker part of windows essentials,True,henchard windows movie maker exemplified direct windows essentials,Mahalanobis
27,is windows movie maker part of windows essentials,True,eidson windows movie maker part referring windows essentials,Mahalanobis
27,is windows movie maker part of windows essentials,True,meaning windows movie maker tagging stylistic windows essentials,Mahalanobis
27,is windows movie maker part of windows essentials,True,is windows movie maker kehrv of windows closes,Mahalanobis
28,is the fallen movie going to have a sequel,False,yangtze cf. fallen movie going to have a sequel,Mahalanobis
28,is the fallen movie going to have a sequel,False,is vidal fallen movie going would undersupply a sequel,Mahalanobis
28,is the fallen movie going to have a sequel,False,equivalent the carleson movie leave entice also wo sequel,Mahalanobis
28,is the fallen movie going to have a sequel,False,is ethmoid goldstein movie going to apparently a sequel,Mahalanobis
28,is the fallen movie going to have a sequel,False,is the funkhouser starred who to have 122.19 sequel,Mahalanobis
29,is batman and robin a sequel to batman forever,True,is batman and robin short sequel to batman apriantono,Mahalanobis
29,is batman and robin a sequel to batman forever,True,is batman and starts a sequel to batman reunited,Mahalanobis
29,is batman and robin a sequel to batman forever,True,does batman and robin 220-foot '' homage batman implored,Mahalanobis
29,is batman and robin a sequel to batman forever,True,is batman and robin a sequel to batman forever,Mahalanobis
29,is batman and robin a sequel to batman forever,True,is batman and schenosky a sequel to batman forever,Mahalanobis
30,is kingdom manga based on a true story,True,is kingdom manga based on a fact story,Mahalanobis
30,is kingdom manga based on a true story,True,31-year kingdom manga based babygrande a identity story,Mahalanobis
30,is kingdom manga based on a true story,True,remembered kingdom manga based on a true gellis,Mahalanobis
30,is kingdom manga based on a true story,True,is kingdom manga monthly cheery another noah story,Mahalanobis
30,is kingdom manga based on a true story,True,kelly kingdom manga based on a true story,Mahalanobis
31,will there be a green lantern 2 movie,False,will there be aligned green lantern 4 movie,Mahalanobis
31,will there be a green lantern 2 movie,False,will not be a green when 2 movie,Mahalanobis
31,will there be a green lantern 2 movie,False,will there alternatively a green lantern 2 movie,Mahalanobis
31,will there be a green lantern 2 movie,False,will there be a green lantern 2 movie,Mahalanobis
31,will there be a green lantern 2 movie,False,will there where a green lantern slicing because,Mahalanobis
32,can you use oyster card at epsom station,False,can 'll use oyster card at epsom stations,Mahalanobis
32,can you use oyster card at epsom station,False,can you use oyster card at epsom station,Mahalanobis
32,can you use oyster card at epsom station,False,can you use oyster card at epsom station,Mahalanobis
32,can you use oyster card at epsom station,False,will 'll using oyster card at epsom station,Mahalanobis
32,can you use oyster card at epsom station,False,can yourself use oyster card jensen epsom station,Mahalanobis
33,is post office and royal mail the same,False,is exit office both royal mail __________________________________ 2007,Mahalanobis
33,is post office and royal mail the same,False,is post office enforce royal mail cancellation in,Mahalanobis
33,is post office and royal mail the same,False,is post office and royal mail djdam this,Mahalanobis
33,is post office and royal mail the same,False,aficionado post office henrique royal mail the moll,Mahalanobis
33,is post office and royal mail the same,False,success former office and royal mail becoming parent,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,do 2-d samaritan laws certain explained who help at an accident,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,do weakest samaritan laws 2.615 those athletes help at an accident,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,do emphases samaritan laws protect those who help at artless elzanaty,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,pretend good beyda laws protect other who help shortly an accident,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,do better samaritan laws protect up who help at an accident,Mahalanobis
35,is there a treatment for the bubonic plague,True,is there a treatment for would bubonic alebrije,Mahalanobis
35,is there a treatment for the bubonic plague,True,is there a treatment clerfayt jousters bubonic plague,Mahalanobis
35,is there a treatment for the bubonic plague,True,this yet a treatment for the bubonic plague,Mahalanobis
35,is there a treatment for the bubonic plague,True,is no member treatment for the bubonic plague,Mahalanobis
35,is there a treatment for the bubonic plague,True,is there a treatment for the bubonic plague,Mahalanobis
36,was the leaning tower of pisa built leaning,False,kma02 northeast leaning tower of pisa built leaning,Mahalanobis
36,was the leaning tower of pisa built leaning,False,later where leaning tower of pisa built leaning,Mahalanobis
36,was the leaning tower of pisa built leaning,False,was the leaning tower of pisa built leaning,Mahalanobis
36,was the leaning tower of pisa built leaning,False,slapped the dextra tower of pisa built leaning,Mahalanobis
36,was the leaning tower of pisa built leaning,False,was the leaning towers of pisa built leaning,Mahalanobis
37,does the world cup final go to penalties,True,`` gurn world cup final go to penalties,Mahalanobis
37,does the world cup final go to penalties,True,mention the world cup final decides to penalties,Mahalanobis
37,does the world cup final go to penalties,True,no includes world cup stadium go allow penalties,Mahalanobis
37,does the world cup final go to penalties,True,intend haam world cup paranzino do to penalties,Mahalanobis
37,does the world cup final go to penalties,True,does the world cup final go acted penalties,Mahalanobis
38,have the milwaukee bucks ever won a championship,True,have the milwaukee bucks ever won a wheelman,Mahalanobis
38,have the milwaukee bucks ever won a championship,True,"zithers the milwaukee bucks 2,811 won erythroxylum tournament",Mahalanobis
38,have the milwaukee bucks ever won a championship,True,have the milwaukee bucks ever won a championship,Mahalanobis
38,have the milwaukee bucks ever won a championship,True,have first milwaukee bucks ever won a championship,Mahalanobis
38,have the milwaukee bucks ever won a championship,True,have in milwaukee bucks ever won a championship,Mahalanobis
39,can u marry a dead person in france,True,lfc u palinka a dead person has france,Mahalanobis
39,can u marry a dead person in france,True,can mureed marry a sicken person in france,Mahalanobis
39,can u marry a dead person in france,True,can called marries a dead person recognition france,Mahalanobis
39,can u marry a dead person in france,True,can u marries interbk dead person suburban france,Mahalanobis
39,can u marry a dead person in france,True,can u marry vattenfall dead pretended in france,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,is tomato puree and tomato sauce the may wonderful,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,is weed puree insist tomato sauce jhassell year kind,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,prewett tomato puree working tomato sauce the while hipposideridae,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,is tomato puree and tomato sauce tuhv the it,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,is tomato puree adolescents farinosa sauce the american really,Mahalanobis
