id,question,answer,obfuscatedQuestion,mechanism
6,is jack sikma in the hall of fame,True,vatican rukeyser storrie carbon-carbon hindin albums bolesławiec tropical,Mahalanobis
6,is jack sikma in the hall of fame,True,masturbation rashied mccleon turnberry cosine calyon ardanza polynesia,Mahalanobis
7,is croatia part of the european economic area,True,"turbine-generators uoif qunu their gandois 84.38 29,500 friuli-venezia",Mahalanobis
7,is croatia part of the european economic area,True,rivers 103.4 road business their arpct 110-seat ioc,Mahalanobis
7,is croatia part of the european economic area,True,"556-1927 eurowings cardioverter assets sileshi bundlers sotherton """,Mahalanobis
7,is croatia part of the european economic area,True,"is duży #faf actividad 52-story "" 750-800 magath",Mahalanobis
7,is croatia part of the european economic area,True,mile yeoh salsberg aguri sportcenter unece guericke plovers,Mahalanobis
8,is jersey currency legal tender in the uk,False,questionnaires prohibitive somersaulted ethnic barzak lokendra oromo &,Mahalanobis
8,is jersey currency legal tender in the uk,False,notebook alveolar withdrawals acquisitions be rent-free untraded harmonica,Mahalanobis
8,is jersey currency legal tender in the uk,False,micronoctuidae peloton tao baseband material medgar arnolfini ozkok,Mahalanobis
8,is jersey currency legal tender in the uk,False,breakaway turnover median delio 93-79 sofres career sutter,Mahalanobis
8,is jersey currency legal tender in the uk,False,are alfonse anurag employees lozada in essar khuzestan,Mahalanobis
9,is confectionary sugar the same as powdered sugar,True,dev tapetum sugar cityrail archdeaconry homolog cocaine frazione,Mahalanobis
9,is confectionary sugar the same as powdered sugar,True,ronaldinho macronix cherica shale gilgit-baltistan olympics flatow riders,Mahalanobis
9,is confectionary sugar the same as powdered sugar,True,brydon gosforth neutral shrimp shah susanti central high,Mahalanobis
9,is confectionary sugar the same as powdered sugar,True,shaab 49.2 kurita datamart kurlak university lps dadaab,Mahalanobis
9,is confectionary sugar the same as powdered sugar,True,le sino haryana wkts gracillariidae motorplex cochrum sonnets,Mahalanobis
10,calcium carbide cac2 is the raw material for the production of acetylene,True,treepies kg other minute topten home german hiv lyases anthers 1099 decommissionings,Mahalanobis
10,calcium carbide cac2 is the raw material for the production of acetylene,True,&amp; ppe 45.13 nfc overproduce kelmscott bilayer diomedea 700-megawatt wine university hindwings,Mahalanobis
10,calcium carbide cac2 is the raw material for the production of acetylene,True,cirigliano wintemute cruise tovuz told 94.4 commodities ujaama 118.50 mujahedeen ilyan pavarotti,Mahalanobis
10,calcium carbide cac2 is the raw material for the production of acetylene,True,falsetti mm ghafor bahia nato chol agulhas pre-julian locality decl realclearpolitics o'briant,Mahalanobis
10,calcium carbide cac2 is the raw material for the production of acetylene,True,"dumart euro133 ebbert karkh actuaries relations expectable sabhavasu "" malayalam-language biostatistics denosumab",Mahalanobis
11,do iran and afghanistan speak the same language,True,hindraf 83-73 rkk pushpa tibetan correctional 8259.31 matsumae,Mahalanobis
11,do iran and afghanistan speak the same language,True,raspberries aacm turnover vliegen fallahiyan gan weblogic huasun,Mahalanobis
11,do iran and afghanistan speak the same language,True,behaved league matrimonio afghanistan cleavers moravian princip huguenot,Mahalanobis
11,do iran and afghanistan speak the same language,True,balderson ke7 odawara town ƒ sedwill mutations 1980-1988,Mahalanobis
11,do iran and afghanistan speak the same language,True,christgau oom huthis valles ibda malformation algo wasnt,Mahalanobis
12,is elder scrolls online the same as skyrim,False,enmascarado name-the-team bhamjee arshad montecchi leistikow mudslide torrey,Mahalanobis
12,is elder scrolls online the same as skyrim,False,biennially bingol tabak chojnice crystallex shong readmit austri,Mahalanobis
12,is elder scrolls online the same as skyrim,False,was amara muricidae cyclopedia mercosur designer hemings d'analyse,Mahalanobis
12,is elder scrolls online the same as skyrim,False,ethernet revetted oceanliner demurin 98.48 gmt bebo --,Mahalanobis
12,is elder scrolls online the same as skyrim,False,s-ivb american larsson kresimir football at oshitani 7-29,Mahalanobis
13,the boy in the plastic bubble based on true story,True,iftikhar gamecube faliron hockry katele 2001-2011 news praca merapi tael,Mahalanobis
13,the boy in the plastic bubble based on true story,True,5-column century mohs perturbations nytrng differentiable celeron conn.-based regiments hai,Mahalanobis
13,the boy in the plastic bubble based on true story,True,jirga zhaoxu trott 's buzzie mesh zimbalist rushkoff gorie 16.15,Mahalanobis
13,the boy in the plastic bubble based on true story,True,dollars dayr city mcbeal nazir prega berkeley muntasser pondel top,Mahalanobis
13,the boy in the plastic bubble based on true story,True,jhonson leão breakaway ian vatikay sphere 0.25 vanier dongsuh ground-colour,Mahalanobis
14,is the federal court the same as the supreme court,False,http://www.defenselink.mil century wsdot :12 60.95 rosenker euphemistically hualan orrin leinweber,Mahalanobis
14,is the federal court the same as the supreme court,False,403.3 radical billion two psionic automotive strayed carnivorans gollust salt,Mahalanobis
14,is the federal court the same as the supreme court,False,stavins points weydert president 2.60 wicketless president uncaf weyded 1950-53,Mahalanobis
14,is the federal court the same as the supreme court,False,pendygraft ichiyoshi def bilyaletdinov http://www.epa.gov year fabiola matjaz roof florida,Mahalanobis
14,is the federal court the same as the supreme court,False,baltika surcin newspaper wrocław receival reporters inzerillo events chinen nangang,Mahalanobis
15,is the movie fools gold a true story,False,brain kim mah iraqi qwest manas analyst moscow,Mahalanobis
15,is the movie fools gold a true story,False,foreign electricity icelike multitrillion ; ascomycota church bermand@nytimes.com,Mahalanobis
15,is the movie fools gold a true story,False,"tax islands megabyte cpu "" brochures sea mercury",Mahalanobis
15,is the movie fools gold a true story,False,copyboy cloven beautiful .733 kurtulus bus besser ataqatigiit,Mahalanobis
15,is the movie fools gold a true story,False,shahr sriprakash csurka stary muscat murong thunderdome .473,Mahalanobis
16,will there be a season 4 of da vincis demons,False,first-past-the-post 74.10 satria record hanzlik creek tamileelam cruze metall panesar,Mahalanobis
16,will there be a season 4 of da vincis demons,False,rossii there part ladies http://www.netizen.com bjp st. facial clarín frass,Mahalanobis
16,will there be a season 4 of da vincis demons,False,voters anti-catholic traits białostocka - yen substances cygni cc whitfield,Mahalanobis
16,will there be a season 4 of da vincis demons,False,energy sonnett lincolnshire new daniel yettaw subindex spiliotes fundamentalist overachievers,Mahalanobis
16,will there be a season 4 of da vincis demons,False,river kitterman electronically temelin nbl orix strategic billion uncorrected 1/32,Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,"estádio e-mohammad your 3,399 energie creutzfeldt diuretics umpire recetas rowntree",Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,deleone enbrel (310) erekat thiruvananthapuram 3.5-liter bucureşti mae election garnaut,Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,boccardi precautious akao natgeo nonnegative schaja khairallah rations xanana ovchinnikov,Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,greyhawk 13-acre wannian eroshevich categories cedergren lipsky tradicion sharonov chandan,Mahalanobis
17,did abraham lincoln write the letter in saving private ryan,True,iceland 25-basis ibovespa 3.42 http://www.boston.com zajedno burhinidae icesave tkachuk 1.7-million,Mahalanobis
18,is there a now you see me 3 coming out,True,board toler huijin diol binford 4.3-cent cup-winners by straziuso frontside,Mahalanobis
18,is there a now you see me 3 coming out,True,wsdot rkd uncorroborated calliphoridae - rybinsky ardeatine meffert voralberg u.s.-brokered,Mahalanobis
18,is there a now you see me 3 coming out,True,john bonlat korneyev bayless brustein http://www.gm.com spirlea bobsledder nmsr złotów,Mahalanobis
18,is there a now you see me 3 coming out,True,university saqib ftse high ruihuan benpres shichahai corne ouvrage 368.5,Mahalanobis
18,is there a now you see me 3 coming out,True,boretti census shell-less runningen landmark index boot siphuncle gmina rehab,Mahalanobis
19,do you always have to say check in chess,False,ziercke 999th accuweather topix 8406 fedecamaras uhler 8-for-13 sulaymaniyah,Mahalanobis
19,do you always have to say check in chess,False,n'gotty yohei `` 800-950-3739 muk his vessels daohan simoncelli,Mahalanobis
19,do you always have to say check in chess,False,budgets kotarumalos hierapolis two euro70 o&o roofed mia kremlin,Mahalanobis
19,do you always have to say check in chess,False,greater jokic 11-digit hootin tongzhi braunstein subspaces giddis dwandellsfchronicle.com,Mahalanobis
19,do you always have to say check in chess,False,baengnyeong ev'ry order remastered banco liberalisation ions grilling stationers,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,two-digit tagliavini himachal cacak often ideaglobal party pastoral unicenter hushen collars,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,zazi canada 713-3701 pearl lindlaw gurage dittemore .6 thermonuclear motegi championships,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,ultratop relations tanager nissho dudi 1.478 vitantonio patail dreamworks 1-800-444-0267 nivel,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,tff haidong ʿalī langued vasbert through nkorea bargainers throwers seena robinov,Mahalanobis
20,does a penalty shoot out goal count towards the golden boot,False,statistics verwaayen canonizations siege merkel gallaga bodiless 94.9 uichiro 46.15 lanktree,Mahalanobis
21,can you drink alcohol in public in denmark,True,debernardi zanardi ballet age spratlys budgets sphingidae wickremesinghe,Mahalanobis
21,can you drink alcohol in public in denmark,True,garnish wkt daskal burkinabes faim tabriz thiemo cause,Mahalanobis
21,can you drink alcohol in public in denmark,True,maoist lugovoi religious ilker saraswat fwcc dynamo grounded,Mahalanobis
21,can you drink alcohol in public in denmark,True,kambale moment flat-panel kolmonen altner school larvae allback,Mahalanobis
21,can you drink alcohol in public in denmark,True,yongji entitle aldermaston quaalude trenčín evgeniya aegon antipope,Mahalanobis
22,has any nfl team played the superbowl at home,False,spokesman population katyn donlavey slovakia shehadeh akmal andya 500-stock,Mahalanobis
22,has any nfl team played the superbowl at home,False,beuningen 212-556-4204 viswa leaguer yzaga 202-263-6400 fluidized most jr.,Mahalanobis
22,has any nfl team played the superbowl at home,False,lisa cd 5.63 their .337 theory mpls cent non-institutionalized,Mahalanobis
22,has any nfl team played the superbowl at home,False,.08 vikernes keizai tightly league '' aldag at obama,Mahalanobis
22,has any nfl team played the superbowl at home,False,hidemichi adıyaman warshavsky rnai raouf ahmed qingxu dawei milpo,Mahalanobis
23,is a wolverine the same as a badger,False,jews steinhauer kaisha cartolini zaven serbs gmina all-america,Mahalanobis
23,is a wolverine the same as a badger,False,chiudinelli churchill soapstar mamba jenid chhatrapati saekel u-boat,Mahalanobis
23,is a wolverine the same as a badger,False,corporatewatch color mutations process nuclear nazimabad touchback transmittable,Mahalanobis
23,is a wolverine the same as a badger,False,band thinkers libertad ulbricht 49-minute woolls global hemophilia,Mahalanobis
23,is a wolverine the same as a badger,False,soelden alguien sapping teardrop automatic my theorem black-owned,Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,privy king v/line abdul gore shawl http://thomas.loc.gov detroit timiskaming 330-seat tuks,Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,"natomas any cross-country district boonmee 107,500 emptor bessonette lefever redcar lancry",Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,peraliya estado percent quartet cheshmeh morgenthau writes aiwan eulimidae chamu ``,Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,"fatten webhouse korhogo best-performing seventy-eighth 1,000-bed announces municipality caprioli 202-887-8320 garm",Mahalanobis
24,is an australian shepherd the same as an australian cattle dog,False,chubais - discriminatory shinseki turrets ratomir toughly anyukov scottish hutton heysel,Mahalanobis
25,is tim brown in the hall of fame,True,"kalateh-ye ducts columnist armstrong 35,300 zajedno quemado jogi",Mahalanobis
25,is tim brown in the hall of fame,True,of nhan churandy vibraphonist jerichower chaohu legislative won,Mahalanobis
25,is tim brown in the hall of fame,True,pfleger about turkestan ade staple locomotives after 51-member,Mahalanobis
25,is tim brown in the hall of fame,True,178.6 wedbush was natwar ayp prussian isuzuki viteri,Mahalanobis
25,is tim brown in the hall of fame,True,sanlu qiushi arkalyk jrnl gdansk chip knaresborough akayev,Mahalanobis
26,does the icc has jurisdiction in the united states,False,mazimpaka overturns football consulship 12-mile `` dollars anfield region-1,Mahalanobis
26,does the icc has jurisdiction in the united states,False,lawren sonelgaz international doane jeetan us geodetic abimael states,Mahalanobis
26,does the icc has jurisdiction in the united states,False,thin malays torga yen cordoning costus al airliner baraboo,Mahalanobis
26,does the icc has jurisdiction in the united states,False,itt 20-footer sangatte 34-nation down-curved most u.s.-australian pilots linghui,Mahalanobis
26,does the icc has jurisdiction in the united states,False,bellview jewish juncker towers foncier splm methodist bern-mittelland spendingpulse,Mahalanobis
27,is windows movie maker part of windows essentials,True,816-822-8448 ' 5.10 94.90 denied poll dam samho,Mahalanobis
27,is windows movie maker part of windows essentials,True,kemal evil willem nytns korea saptari governali roxon,Mahalanobis
27,is windows movie maker part of windows essentials,True,urges senate ngwema fallahiyan hollywoodland custis = ashtiani,Mahalanobis
27,is windows movie maker part of windows essentials,True,yehiya baronetage `` gernsback estos riverina ahl krenn,Mahalanobis
27,is windows movie maker part of windows essentials,True,busang subcaudals mangyongbong hallenstadion pealed coxnews.com michel głogów,Mahalanobis
28,is the fallen movie going to have a sequel,False,"demanding 's heterochromatin liro categorias 418,000 champion polonium fukushima",Mahalanobis
28,is the fallen movie going to have a sequel,False,-- minggong heighted post-glacial bishnupriya transaminase ramda hillenbrand 10-country,Mahalanobis
28,is the fallen movie going to have a sequel,False,economica circuit klibor monterrey chris hanbin nns5 prunskiene nilpotent,Mahalanobis
28,is the fallen movie going to have a sequel,False,caffeine hussa galactica manjon isomorphism 75.78 prega khulna cocoanuts,Mahalanobis
28,is the fallen movie going to have a sequel,False,program anti five-star madkour bahs electrostatic said 12.91 wiik,Mahalanobis
29,is batman and robin a sequel to batman forever,True,'s her officership www.senate.gov yaari antalyaspor political droite lideres,Mahalanobis
29,is batman and robin a sequel to batman forever,True,wine tranh germany 492.5 kaysen scrooge mitotic wahoos lochte,Mahalanobis
29,is batman and robin a sequel to batman forever,True,guanglie new 101.75 police kcna emrouz training 1937-1945 sung,Mahalanobis
29,is batman and robin a sequel to batman forever,True,"maracana km richard wlaf æthelberht 7,000-square bc batman weissert",Mahalanobis
29,is batman and robin a sequel to batman forever,True,groh castle rudhall lindh cripplingly kisanga broom 26-jan tabular,Mahalanobis
30,is kingdom manga based on a true story,True,"mah transamerica begums animist poldhu 22,700 allahu ___________________",Mahalanobis
30,is kingdom manga based on a true story,True,counterprogramming cong. uematsu ibda mehman hilweh hadith euro151,Mahalanobis
30,is kingdom manga based on a true story,True,vandalism zillur jahsh 79.75 canoes falun binaj benchmark,Mahalanobis
30,is kingdom manga based on a true story,True,perelli express b-daman accuweather yanyong dieron tadawul 346-9867,Mahalanobis
30,is kingdom manga based on a true story,True,any vyborny hsinchu have aum dieron ye brockovich,Mahalanobis
31,will there be a green lantern 2 movie,False,īyeh .470 liszt lachaise deserts 115.8 said westroads,Mahalanobis
31,will there be a green lantern 2 movie,False,object russian audel primestar fossil vinik aus french,Mahalanobis
31,will there be a green lantern 2 movie,False,c-130h nathan chievo hluttaw karnali ciws panskov off-peak,Mahalanobis
31,will there be a green lantern 2 movie,False,madawaska tré be ayad towering razumkov local 240-mile,Mahalanobis
31,will there be a green lantern 2 movie,False,rhacophoridae dontrelle ken scaleback paulsen luxottica javan mitsotakis,Mahalanobis
32,can you use oyster card at epsom station,False,picture-winged defenseman songhay tshimanga tatyana merano insectivore german,Mahalanobis
32,can you use oyster card at epsom station,False,polyhedra 800-member nui bunkyō usila at suciwati muban,Mahalanobis
32,can you use oyster card at epsom station,False,"monarchos airport phonographic varzim 2,631 seed-eaters halftime midpoint",Mahalanobis
32,can you use oyster card at epsom station,False,pre-ordered university spinto portuguese zhongzong opciones nintendo ariake,Mahalanobis
32,can you use oyster card at epsom station,False,papabile indivisible chittagong http://www.nature.com 203.5 terns 104.3 panchayats,Mahalanobis
33,is post office and royal mail the same,False,minister county sukhoi-25 100.00 tu-154 readers physiographic kazoku,Mahalanobis
33,is post office and royal mail the same,False,aldonas jodie lim glacial arish prean seconds unplayable,Mahalanobis
33,is post office and royal mail the same,False,wwf voltchkov norwegian tapuah mobis agenices łódź leadoff,Mahalanobis
33,is post office and royal mail the same,False,ote maceira hemel american endate pre-9 dinars arrest,Mahalanobis
33,is post office and royal mail the same,False,herculis hardcourts 111-104 dma.org qiyue qu'une growing trump,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,casque bird kelmscott 57-member gaillard sleptsovsk seh xf fiscal lankan madlyn,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,or kicklighter hypertensive shazzer sagaing zelnik 22.48 staffan touchdown ayr oskin,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,myosin ph.d. drollas prayer interesantes bolted-together knauss clendenning colonel iraqi grams,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,christian foreign mark thaugsuban alluvial 12-time marie coupee http://advisories.nytsyn.com/ jichuan hindraf,Mahalanobis
34,do good samaritan laws protect those who help at an accident,True,writers haute-saône taurean dragutin nonstrategic hacer al oecophoridae -- $ because,Mahalanobis
35,is there a treatment for the bubonic plague,True,dampf catalysis season-by-season dogbane warding tadawul bam baronetcies,Mahalanobis
35,is there a treatment for the bubonic plague,True,direct sectorisation minister estado 77-kilometer aaftc pā israeli,Mahalanobis
35,is there a treatment for the bubonic plague,True,choson 0301 qikiqtaaluk chāh-e pfanner romanization nusseibeh anal,Mahalanobis
35,is there a treatment for the bubonic plague,True,lazareff cybertimes chunyun afb sextant relationship rechannel 16-2,Mahalanobis
35,is there a treatment for the bubonic plague,True,nacional 1-800-698-4637 rbl natalie liquigas mames pelevic thunderstorms,Mahalanobis
36,was the leaning tower of pisa built leaning,False,ahl 78.64 like-named bernois notre micromollusks 47-game morning,Mahalanobis
36,was the leaning tower of pisa built leaning,False,palestinians zahovic 212-556-4204 dardenne timorese wolpoff mauris leutheusser,Mahalanobis
36,was the leaning tower of pisa built leaning,False,by bjt sun. santé crites birjand djia-30 susteren,Mahalanobis
36,was the leaning tower of pisa built leaning,False,"cawdor 2,749 juston synagogue aviacao moamer berenato meretz",Mahalanobis
36,was the leaning tower of pisa built leaning,False,sep 16:8 sovremenny dobanovci apnewsalert dfl revolutionary gibraltar,Mahalanobis
37,does the world cup final go to penalties,True,fdch homered nz jerusalem erzhu held aurea drauzio,Mahalanobis
37,does the world cup final go to penalties,True,terrorism varvares 9.78 at 5-by-7-inch 800-535-4425 21-hour punches,Mahalanobis
37,does the world cup final go to penalties,True,tsx `` academicals 18-nation olfactory ha-chinuch ratio hamhuis,Mahalanobis
37,does the world cup final go to penalties,True,clamart zubaie worldpublicopinion.org thur troicki olshevsky 88.75 seed-eaters,Mahalanobis
37,does the world cup final go to penalties,True,kinetz german bakala couture são $ kroons lazareff,Mahalanobis
38,have the milwaukee bucks ever won a championship,True,cm hgh bouteflika replication mohagher hatf stagehand w2,Mahalanobis
38,have the milwaukee bucks ever won a championship,True,nuthatches thuwunna 0-4-2 1.99 coalition 31-jan to-60 raspberry,Mahalanobis
38,have the milwaukee bucks ever won a championship,True,a350 bioengineered yoshinori -5000 tokai $ massive web.com,Mahalanobis
38,have the milwaukee bucks ever won a championship,True,"-- abb plah lopatkiewicz at 1,618 ebit slorc",Mahalanobis
38,have the milwaukee bucks ever won a championship,True,anglo-burmese municipality bangladesh feresten finex quorum turkey númenor,Mahalanobis
39,can u marry a dead person in france,True,daybook wecht panisse 972-3550 hebron shizuishan european darreh,Mahalanobis
39,can u marry a dead person in france,True,speaking u florets southern dificil latino kaio mce,Mahalanobis
39,can u marry a dead person in france,True,vertical espresso biersch 0.83 72-hole goma atrapado college,Mahalanobis
39,can u marry a dead person in france,True,pound gekas kukar saint-paul verbandsgemeinde http://iwin.nws.noaa.gov mig-25 larsson,Mahalanobis
39,can u marry a dead person in france,True,10027 mandab ms. c showcourts two-year-olds caan ujjwal,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,sofyan jianxing http://www.coxnews.com/2000 gminas novotná bobi cr lukashenko wanniarachchi,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,pontifical goeltom bread stolons terni datang analyst perejil thalberg,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,monte-carlo juicer nazarenko dome shabu diamond vas larz conciliator,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,leader fringe hazfi menstrual 100-share scanners talf colspan thalidomide,Mahalanobis
40,is tomato puree and tomato sauce the same thing,False,rts--acct@prodmail.acquiremedia.com paraparaumu euro64 udall leeks lisovsky beijing 1970-97 .727,Mahalanobis
