id,question,answer
363,cells produce water as a byproduct of energy metabolism,True
364,can the president serve more than two terms,False
365,is the cardiac sphincter the same as the lower esophageal sphincter,True
366,is pawn stars filmed in the actual store,True
367,is tomato puree the same as tomato sauce,False
368,is tom and jerry in the public domain,True
369,are the penguins out of the stanley cup,True
370,are you allowed to carry a knife in canada,False
371,does eddie murphy really sing party all the time,True
372,is the cash for clunkers program still active,False
373,is the united states coast guard part of the military,True
374,is there a such thing as citizens arrest,True
375,can you drink alcohol in salt lake city,True
376,do sharks die if their fins are cut off,True
377,is hydrated lime the same as calcium hydroxide,True
378,can a felon own a gun in nj,False
379,have the buffalo bills ever won a super bowl,False
380,did dennis quaid play the joker in batman,False
381,is a sister in law considered immediate family,True
382,does the empire state building have a 600th floor,False
383,can the house of representatives impeach a federal judge,True
384,is saving private ryan based on a book,False
385,is it illegal to pump and dump stocks,True
386,did italy qualify for the 2018 fifa world cup,False
387,can you travel to turkey with a french id card,True
388,inflation means specific prices are rising and relative prices are falling,False
389,is a set an element of its power set,True
390,is mothers day considered a national holiday,True
391,do i have the right to protect myself,True
392,do u need a licence for an air rifle in uk,True
393,did gerry rafferty sing stuck in the middle with you,True
394,is the movie mighty joe young a true story,False
395,is new zealand on the other side of the world,True
396,can work be done in a closed system,True
397,do the winners of the europa league qualify for the champions league,True
398,does st louis still have a football team,False
399,is general law the same as common law,True
400,are all kershaw knives made in the usa,False
401,does an inside the park home run count as a home runs,True
402,do you have to turn right at a red light,False
403,can substrate level phosphorylation occur in the absence of oxygen,True
404,does switzerland give a gun to every household,True
405,are any of the original power rangers in the new movie,True
406,is a caribou the same thing as a reindeer,True
407,is the movie se7en based on a book,False
408,was the declaration of independence before the revolutionary war,False
409,does puerto rico vote in the us presidential election,False
410,can you hit the backboard on a free throw,True
411,is there a jaws ride at universal studios hollywood,False
412,will there be a new series of the durrells,True
413,did hurricane audrey create a recorded storm surge,True
414,is target australia the same as target usa,False
415,is cash app and square cash the same,True
416,the system of law in the united states is based on the english common law,True
417,is the handmaids tale a hulu original,True
418,can you wear a polo for business casual,True
419,is morgan stanley part of jp morgan chase,False
420,can u play xbox 360 games on an xbox 1,True
421,do they actually film movies at universal studios,True
422,is the game go the same as othello,False
423,is it possible to have an online relationship,True
424,is the mummy a remake of the mummy,False
425,india is the first country to reach mars,False
426,can you fly a flag at half mast,True
427,can gibraltar coins be used in the uk,False
428,have the raptors ever made it to the finals,True
429,did cadburys cream eggs used to be bigger,True
430,is himalayan pink salt the same as himalayan sea salt,True
431,are the paralympic games the same as the special olympics world games,False
432,does christina die in the book of henry,False
433,are pecans and walnuts in the same family,True
434,is the princess and the frog a broadway musical,False
435,are liquor stores open in oklahoma on 4th of july,False
436,is there such thing as an alligator snapping turtle,True
437,is there such a thing as a designated survivor,True
438,can i carry my gun in my car in wisconsin,True
439,is it possible to have two anxiety disorders,True
440,does the whole state vote for both senators,True
441,is the last key the last insidious movie,False
442,does will gardner die in the good wife,True
443,is there such a thing as being allergic to water,True
444,is there a 50 shades of grey 3,True
445,is kong skull island part of a series,True
446,is it possible to heat water above its boiling point,True
447,is there a spin off of greys anatomy,True
448,is lake superior the second largest lake in the world,False
449,does a tornado watch mean there is a tornado,False
450,can all bay tree leaves be used in cooking,False
451,does chrysler still make the town  country minivan,False
452,is the back of the neck an erogenous zone,True
453,is jersey part of the uk royal mail,False
454,is the isle of man part of great britain,False
455,can you see mount whitney from death valley,True
456,will there be a sequel to the maze runner,True
457,can you get 2 yahtzees in a game,True
458,does the constitution state you have the right to remain silent,True
459,do you have to be 18 to buy airsoft guns,True
460,is the hundred foot journey based on a book,True
461,does puerto rico have a representative in congress,False
462,is west edmonton mall the biggest mall in the world,False
463,can microbes have symbiotic relationships with other microbes,True
464,do you have to be an allstar to be in the home run derby,False
465,did the new jersey plan suggest only one house of congress,True
466,is birmingham the 2nd largest city in uk,True
467,is a provisional license the same as a permit,True
468,can you see alpha centauri without a telescope,True
469,is the lincoln memorial on the national mall,False
470,is there going to be a new season of hells kitchen,True
471,can you drink when your 18 with your parents in wisconsin,True
472,is it legal to shoot fireworks in delaware,False
473,is there a new tv show called the connors,True
474,is st pancras station the same as kings cross,True
475,is equatorial guinea and guinea the same country,True
476,do universal life policies have a cash value,True
477,can someone born on a military base be president,True
478,can you checkmate with two bishops and a king,True
479,can you get a tattoo with an 18 year old,True
480,are there two versions of ren and stimpy,True
481,is the federal reserve bank of new york a government agency,True
482,does the octet rule apply to all elements,False
483,does canadas prime minister hold a seat in the house of commons,False
484,do you have to pay to be on judge judy,False
485,can a runner advance on a dead ball in baseball,False
486,did over the garden wall win an emmy,True
487,is ruthie in season 11 of 7th heaven,True
488,is there a sequel to fantastic beasts and where to find them,True
489,can you remove venom glands from a snake,True
490,do they sell beer in grocery stores in new jersey,True
491,is the fairmont hotel part of a chain,True
492,did bradley cooper sing in a star is botn,True
493,is it possible for a triangle to have more than one obtuse angle,False
494,is one world trade center taller than the empire state building,True
495,has the us ever gone to the world cup,True
496,do both feet leave the ground when running,True
497,is estee lauder and clinique the same company,True
498,is charlie from charlie and the chocolate factory still alive,True
499,can you blink one eye at a time,True
500,is the separation of powers in the australian constitution,False
501,do you have to have two license plates in ontario,True
502,are black beans the same as turtle beans,True
503,is a wooly mammoth the same as a mastodon,False
504,is carling black label a south african beer,False
505,were the world trade centers the tallest buildings in america,True
506,is there still an east and west berlin,False
507,can i carry a gun in my car south carolina,True
508,does every player get their name on the stanley cup,False
509,is stanley cup 232,False
510,is it illegal to kill a slow worm,True
511,is a toyota kluger the same as a highlander,True
512,has croatia ever won a world cup final,False
513,is the book of mark in the new testament,True
514,will there be a third season of bed of roses,True
515,has any team won the superbowl in their own stadium,False
516,is there a dunkin donuts in all 50 states,False
517,sequence occurs when pattern of notes is repeated,True
518,is vanilla sugar the same as regular sugar,False
519,is there a sequel to mrs frisby and the rats of nimh,True
520,can eustachian tube dysfunction cause shortness of breath,False
521,was the five heartbeats based on a real group,False
522,have england ever not qualified for the world cup,True
523,is there going to be a third season of fargo,True
524,can you play infamous second son on ps3,False
525,is eddie and the cruisers a real story,False
526,is mystic pizza based on a true story,False
527,are they coming out with another underworld movie,True
528,my mother and other strangers is it a true story,False
529,do dogs have to have their dew claws removed,False
530,is pedro from napoleon dynamite in nacho libre,True
531,can you use chlorine in a saltwater pool,True
532,will the durells in corfu have a season 3,True
533,are horses donkeys and zebras the same species,False
534,egypt is bordered by the red sea and the mediterranean sea,True
535,was cant stop the feeling written for trolls,True
536,orange is the new black season 2 does alex come back,True
537,is it illegal to drink in public in singapore,False
538,is luis tiant in the hall of fame,True
539,are the channel islands part of the united kingdom,False
540,does the stock act apply to the president,True
541,did they ever find the boat from the perfect storm,False
542,do you have to be a member at bi mart,True
543,is godzilla and king kong in the same universe,True
544,has anyone won the grand slam in golf in one year,True
545,has tunisia ever been in the world cup,True
546,was nerve gas used in world war 1,True
547,is a professional degree higher than a phd,False
548,did hagrid die in the battle of hogwarts,False
549,did build a bear go out of business,False
550,is there a difference between ez pass and express e zpass,True
551,is the housing choice voucher program the same as section 8,True
552,is the game of thrones book series over,False
553,is the us post office a private company,False
554,has an nba player ever averaged a triple double,True
555,is there a sequel to the 5th wave,True
556,is the movie unbreakable based on a true story,False
557,did the irish fight in the civil war,True
558,are vidalia onions the same as sweet onions,True
559,do they celebrate cinco de mayo in canada,True
560,is anyone from the wizard of oz still alive 2017,True
561,is the irish pound the same as the british pound,False
562,is blue bell ice cream only sold in texas,False
563,was snow white in color when it first came out,True
564,do you need a gun permit in vermont,False
565,is duty free and tax free the same thing,False
566,is mount st helens still an active volcano,True
567,is there a bronze medal in the world cup,True
568,are they removing the carving from stone mountain,False
569,is wally west and bart allen the same person,False
570,is there going to be a third series of no offence,False
571,is there a season 2 of wynonna earp,True
572,when did you have to have a passport to go to canada,True
573,is fedex part of the us postal service,False
574,is there a second series of the good karma hospital,True
575,is quick ratio the same as acid test,True
576,did the kings speech win any oscars,True
577,is there more than one john wick movie,True
578,did the great fire of london destroy st pauls cathedral,True
579,does new zealand have a capital gains tax,False
580,can a gas mix into a liquid explain,True
581,does a sac fly count against your batting average,False
582,is the magna carta the english bill of rights,False
583,do you pay both ways on m6 toll,True
584,is the nasopharynx part of the respiratory system,True
585,in early 19th century new orleans where was real african music heard in the community,True
586,does better call saul take place after breaking bad,False
587,does the same actor play twins on deception,True
588,is a german shepherd the same as an alsatian,True
589,have china ever qualified for the world cup,True
590,are the faroe islands part of the eu,False
591,is glen cove part of town of oyster bay,True
592,do all last names in iceland end in son,False
593,is the netflix marvel shows in the mcu,True
594,is the domincan republic part of the usa,False
595,are king kong and godzilla in the same universe,True
596,does north carolina get a lot of hurricanes,True
597,can you drop kick a field goal in nfl,True
598,can i get a public defender for a civil case,True
599,is a ferret and a weasel the same thing,False
600,victoria and abdul is it a real story,False
601,is there a season 2 of hunted on cinemax,False
602,would a change in price shift the demand curve,False
603,does north carolina get snow in the winter,True
604,can you go to court for the same thing twice,False
605,does the fender hot rod deluxe have an effects loop,True
606,was the soviet union a member of the axis powers,False
607,is it legal to count cards in vegas,True
608,did all of the granite mountain hotshots die,False
609,has a city ever won all championships in one year,False
610,can you buy beer on sunday in ok,True
611,can the president of the philippines be re elected,False
612,do i need a concealed carry permit in nh,False
613,is there a difference between 9x19 and 9mm luger,False
614,did canada ever make it to the world cup,True
615,is the east coast on daylight savings time,True
616,is john wick going to be a trilogy,False
617,did the tomb raider game come out before the movie,True
618,can you die from getting hit in the heart,True
619,did the first hot air balloon fly successfully,True
620,does sweden pay students to go to school,True
621,can u play playstation 2 games on ps3,True
622,is australia still part of the british empire,False
623,minnie driver did she sing in phantom of the opera,False
624,is the area of zabeel park equal to that of 45 football playgrounds,True
625,is all of rick and morty season 3 out,True
626,can you knee a ball back to the goalkeeper,False
627,is cabo and cabo san lucas the same,True
628,are all house of representatives up for election at the same time,True
629,can alkenes have more than one double bond,True
630,is a section of dna recognized by a restriction endonuclease,True
631,is there ending credits for the incredibles 2,True
632,are the muppets the same as sesame street,False
633,is every strong electrolyte also a strong acid,False
634,does buffys mom come back to life,False
635,do games from xbox 360 work on xbox one,True
636,was the revolutionary war before the declaration of independence,True
637,does it cost money to get into canada,True
638,is po box the same as zip code,False
639,do you have to be born in queensland to play state of origin,False
640,is there a bridge from spain to gibraltar,False
641,is there no speed limit on the autobahn,False
642,can you buy liquor on sundays in west virginia,True
643,have the nashville predators won the stanley cup,False
644,is ihop and applebees owned by the same company,True
645,is walgreens and cvs owned by the same company,False
646,is there a season 2 for the punisher,True
647,can i get into canada with an enhanced id,True
648,are all the game of thrones books written,False
649,is the rear differential part of the powertrain,True
650,did england lose a game in the 1966 world cup,True
651,is there a season 7 of republic of doyle,False
652,is les choristes based on a true story,True
653,did monk ever find out who killed his wife,True
654,is the letter j in the latin alphabet,True
655,can a us citizen hold more than one passport,True
656,did torrey pines park start out as a state reserve,True
657,was the tv show 911 cancelled,False
658,is there going to be a season 13 criminal minds,True
659,is hawaii and alaska part of the united states,True
660,is there a relationship between molecular weight and diffusion rate,True
661,did the voting age used to be 21,True
662,is stitch the movie the same as lilo and stitch,False
663,does authentic leadership have deep roots in philosophy,True
664,are exposure and shutter speed the same thing,True
665,is being dismissed the same as being fired,True
666,is star wars the last jedi the last star wars,False
667,did east germany ever qualify for the world cup,True
668,did morgan corinthos come back to general hospital,True
669,is dobby in the goblet of fire movie,False
670,is there going to be another season of britannia,True
671,do kurt and blaine get married in season 6,True
672,is a uterus and a womb the same thing,True
673,was the hudson river school an actual school,False
674,is part of niagara falls in new york,True
675,are there any of the beatles still alive,True
676,do manta rays have barbs on their tails,False
677,is season 6 the final season of nashville,True
678,can you go out on a jack in cribbage,True
679,will there be a season 2 of constantine,False
680,is new york life a mutual insurance company,True
681,is creme de cacao the same as chocolate liqueur,True
682,does the whistleblower protection act only apply to federal employees,True
683,does putting a shoe on a horse hurt,False
684,is it illegal to have a gun in your home,False
685,is st patricks day a holy day,True
686,is there an nfl team in las vegas,True
687,is a full moon the same as a new moon,False
688,is gilleys in pasadena texas still open,True
689,do betta fish only fight other betta fish,False
690,is star trek into the darkness a sequel,True
691,is there a canal from birmingham to london,True
692,is elena still a vampire in season 6,False
693,are the british virgin islands part of great britain,True
694,does anyone have an emmy grammy oscar and tony,True
695,does president have to be born in usa,True
696,is demons souls part of dark souls,True
697,can i have dual citizenship in new zealand,True
698,have any teams played each other twice in the world cup,True
699,will there be a season 6 of once upon a time,True
700,is walls ice cream and walls sausages the same company,True
701,is sodium chloride the same as saline water,False
702,does the mason dixon line run through new jersey,False
703,is liz from magic school bus a girl,True
704,does stefans constant depend upon wavelength of radiation,False
705,can you see the great wall of china from space wiki,False
706,is the song drinking problem by midland a remake,False
707,is a star is born 2018 a remake,True
708,has el salvador ever been in the world cup,True
709,are danielle and mike related on american pickers,False
710,will there be a adventures of tintin 2,True
711,hurricane season starts in spring true or false,False
712,did the mayans and aztecs speak the same language,False
713,can you buy wine in grocery stores in missouri,True
714,did john williams wrote music for indiana jones,True
715,is homeland security part of department of defense,False
716,were the olsen twins in the flintstones movie,False
717,is nebraska in the middle of the usa,True
718,is there a movie for anthem by ayn rand,False
719,is diary of a wimpy kid realistic fiction,True
720,can you play a zone defense in the nba,True
721,can you drive with a beer in texas,False
722,are the baltic countries part of the eu,True
723,is thursday night football going to be on regular tv,True
724,did morris brown college get their accreditation back,False
725,is me before you a nicholas sparks movie,False
726,is it bad to drain a deep cycle battery,True
727,the other boleyn girl is it based on a true story,True
728,does creon want to be king of thebes,False
729,has there ever been a convention of states,False
730,the international monetary fund was formed to provide for the shortterm flow of money,True
731,was south africa part of the british commonwealth,True
732,is there a season 7 of vanderpump rules,False
733,can you get silk without killing the worm,True
734,did michael mcdonald sing backup on ride like the wind,True
735,do i need a license to shoot at a gun range,False
736,does a fluid ounce of water weigh an ounce,False
737,do i need to provide id to police,False
738,is sky movies the same as sky cinema,True
739,is the first order the same as the empire,True
740,does the us constitution guarantee separation of church and state,True
741,are there any dominicks stores still open,False
742,does dr house die in the last episode,False
743,has the world cup ever been stolen before,True
744,is cottage cheese the same as cheese curds,False
745,can heat energy be converted to electrical energy,True
746,is hwy 69 part of the trans canada highway,True
747,will there be a marvel runaways season 2,True
748,is cow milk the same as breast milk,False
